id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.vt.starry,（免费）Starry 歌词显示器,quick_app,shantuskat,astrobox-resource-com.vt.starry,98ccd2e,media/icon.webp,media/cover.webp,歌词;显示器;背景;实用;桌搭,xiaomi,xmb10;xmb10nfc;xmb10p,
