id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.evclass.quickapp,Ev课程表  免费版,quick_app,guomengtao,ev-class,0b4abb1,media/logo.png,media/Screenshot 2026-09-04 at 12.43.54 AM.png,课程表;class;课程,xiaomi,xmb10p;xmb9;xmb10;xmb10nfc;xmb9p,
