id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.beishida.gaozhong.english.xiaomi,高中北师大词汇,quick_app,keyonsin,astrobox-resource-com-beishida-gaozhong-english-xiaomi,b076203,media/logo(1).png,media/Gemini_Generated_Image_e1z5gne1z5gne1z5.jpg,英语;单词,xiaomi,xmrw5;xmrw5xring;xmrw6;xmb10;xmb10nfc;xmb10p;xmb9;xmb9p;xmws4xring;xmws441;xmws4;xmws5,
