id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.fenggu.periodreminder,梁表,quick_app,rufus-fan,astrobox-projects,df30f19,media/icon.png,media/ScreenShot_2026-08-22_171817_638.png,deepseek;梁子;梁文峰;变祖器,xiaomi,xmb10p,
