id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.techbao.controlphone,遥控手机,quick_app,baoyiuon,astrobox-controlphone,f8ee34e,media/icon-v2-192.png,media/cover-v2-1200x800.jpg,效率;工具;遥控,xiaomi,xmb9;xmb9p;xmb10;xmb10nfc;xmb10p;xmb11;xmb11nfc,force_paid
