id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.renjiao.gaozhong.english.word.xiaomi,高中人教版英语词汇,quick_app,keyonsin,astrobox-resource-com-renjiao-gaozhong-english-word-xiaomi,a3c1ba3,media/logo.png,media/Gemini_Generated_Image_s9o60s9o60s9o60s.jpg,英语;人教版;单词,xiaomi,xmrw5;xmrw5xring;xmrw6;xmb10;xmb10p;xmb10nfc;xmb9;xmb9p;xmws4xring;xmws441;xmws4;xmws5,
