id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979869821100,玉兰黄鹂,watchface,Eric-qiqi,yulanhuangli-for-astrobox,da9ffff,media/eee1619613af0486bb670877b8e3b27e - 副本(1)(1).png,media/awa.png,工笔画;国风;古风,xiaomi,xmb10p;xmb9p,
