id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.vela.ai.client,AI助手,quick_app,Awesome6664,gggg-2,920a114,media/1786936203632.png,media/1789230545931.png,快应用;ai;助手,xiaomi,xmb9p,
