id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979820416628,「方寸」—— 相册表盘,watchface,ChiHuan0807,astrobox-resource-979820416628,e9a793f,media/画板 5.png,media/方寸-相册.png,方寸;相册表盘;池焕;迟缓;简约,xiaomi,xmb10;xmb10nfc;xmb11;xmb11nfc,force_paid
