id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979814478421,「归序」- 相册表盘,watchface,shantuskat,astrobox-resource-979814478421,4234e68,media/画板 34.png,media/画板 1.png,相册;二次元,xiaomi,xmrw5;xmrw5xring;xmrw6;xmb10;xmb10nfc;xmb10p;xmb11;xmb11nfc;xmb9p,force_paid
