id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.zalea.weather,在线天气,quick_app,Cookie-Zalea,114,e6f6d9e,media/app-icon-192.png,media/185be44b-4530-4e3c-9810-523e371ac186.png,天气,xiaomi,xmrw5xring,
