id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.kevin.en,腕上单词,quick_app,AzumaChiaki,BandEnglish_ab,cd1f6de,media/logo.png,media/1F875E8E852367FCD000EF12817375C6.jpg,英语;单词;学习;工具,xiaomi,xmrw5;xmrw5xring;xmrw6;xmb10;xmb10nfc;xmb9;xmb10p;xmb9p;xmb11;xmb11nfc,force_paid
