id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.vela.ai.client,AI助手,quick_app,Awesome6664,daku,b2e2aca,media/1786936203632.png,media/1787278843354.png,快应用,xiaomi,xmb9p,
