id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.jaychou.lyrics.jcnm,周杰伦歌词本,quick_app,wjxCN123,114514,42f2b56,media/fantasy.jpg,media/IMG_20260926_204032.jpg,周杰伦;腕上歌词本;实用工具,xiaomi,xmb10p;xmb9p;xmrw5;xmrw5xring;xmrw6,
