id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979808744500,邦！盘 DIY · 相册表盘,watchface,hrsthrt74,bang-diy-for-astrobox,075741d,media/iconB.png,media/coverB.png,hrsthrt74;邦邦;mygo;mujica;bang;diy;相册;相册表盘,xiaomi,xmrw5;xmrw5xring;xmrw6;xmb10p;xmb9p;xmws4xring;xmws441;xmws4;xmws5,force_paid
