id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.morseband.trainer,摩斯电码,quick_app,fanaochen,astrobox-resource-com-morseband-trainer,7e403cc,media/logo.png,media/封面-1200x800.png,9pro;工具;学习,xiaomi,xmb9p,
