id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979808744700,宇宙航线,watchface,hrsthrt74,starway-for-astrobox,a2df0d0,media/icon.png,media/cover.png,宇宙;hrs;简约;黑色;白色;自动切换,xiaomi,xmrw6;xmb11;xmb11nfc;xmws5;xmb10p;xmrw5;xmrw5xring;xmb10;xmb10nfc,force_paid
