id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.h.rycdmf,日语词典(免费版),quick_app,henrrybyhao,astrobox-resource-com-h-rycdmf,1a4c965,media/logo.png,media/mmexport1788616446808.jpg,词典;日语;日语词典;学习;单词,xiaomi,xmrw5;xmrw5xring;xmrw6;xmb10;xmb10nfc;xmb10p;xmb9;xmb9p,
