id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.komoridev.billiard,口袋台球,quick_app,KomoriDev,kovela-billiard,1a385dd,media/billiard-logo.png,media/billiard-cover.png,娱乐;游戏;台球,xiaomi,xmb10nfc;xmb10p;xmb11;xmb11nfc;xmb9;xmb9p;xmb10,force_paid
