id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.fengyu.schedule,风屿课程表,quick_app,zuanyingabc,astrobox-resource-com-fengyu-schedule,70fe0d3,media/cropped_circle_image_resized.png,media/生成产品头图.jpeg,免费;课程表;简洁,xiaomi,xmb10p,
