id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979827934195,山野自然,watchface,HelloCyanNyan,watchface_space,87a6f2c,media/1000039327.png,media/1000039328.png,自然;山野;壁纸;绝美;液态玻璃,xiaomi,xmb10;xmb10nfc,force_paid
