id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979884615029,哦鲸鲸,watchface,WenHuaYiYang,astrobox-resource-979884615029,198255e,media/DeepSeek娘.png,media/哦鲸鲸_desc.png,表盘,xiaomi,xmb9p;xmb10p,
