id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979882858836,[相ui]相册表盘,watchface,potato998877,astrobox-resource-979882858836,438f263,media/容器 46.png,media/容器 47.png,相册表盘;自定义表盘,xiaomi,xmrw5;xmrw5xring;xmrw6,force_paid
