id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.zendes.lrc.hypersurf.RW5.6,HyperSurf RW版,quick_app,LR-C11,hypersurfrw,c00ea0e,media/logo.png,media/海报 (6).png,浏览器;小程序,xiaomi,xmrw5;xmrw5xring;xmrw6,
