id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979866734455,纯界,watchface,fanaochen,astrobox-resource-979866734455,ff3c228,media/2334.jpg,media/cover-band9pro.png,壁纸;9pro,xiaomi,xmb9p,
