id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
cn.seedsoft.tmtclock,番茄钟,quick_app,virelyx258,astrobox-resource-cn-seedsoft-tmtclock,a85954e,media/logo.png,media/cover.png,学习;生活,xiaomi,xmws5;xmws4;xmws441;xmws4xring;xmws3;xmrw5xring;xmrw5;xmrw6,
