id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.techbao.WristSpeed,腕上时速,quick_app,baoyiuon,astrobox-resource-com-techbao-wristspeed,03e5bbf,media/icon-192.png,media/cover-1200x800.jpg,时速表;速度;实用工具,xiaomi,xmb10p,
