id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979860689210,「如初」-相册表盘,watchface,shantuskat,astrobox-resource-979860689210,aa5b1f6,media/爱发电_1784820776860.jpg,media/画板 18.png,相册;二次元;原神;明日方舟;蔚蓝档案;崩坏星穹铁道,xiaomi,xmb10;xmb10nfc;xmb9p;xmb10p;xmrw6;xmrw5;xmrw5xring,force_paid
