id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
LegacyItem1,Starfield Chronomark,watchface,Searchstars,StarfieldWatchFace_AstroBox_Release,efdc847,icon.png,preview.png,复刻;Starfield;星空;表盘;简�?xiaomi,xmws3;xmws4,
com.charlie.muyuPro,木鱼Pro,quick_app,wuhaiqi0621,muyuPro_ForAstroBox,83266a4,icon.png,head.png,实用工具;木鱼;电子木鱼;游戏,xiaomi,xmb9;xmb9p;xmb10;xmb10nfc,paid
LegacyItem8,喵喵电子�?quick_app,NEORUAA,MiaoReader_AstroBox_Release,61d87d0,icon.png,cover.png,实用工具;电子�?阅读;小说,xiaomi,xmb10;xmb10nfc;xmb9p,
LegacyItem9,跃界,watchface,aurysian-yan,leap-n67-astrobox,fe87635,icon.png,cover.png,景深;壁纸;表盘;数据展示,xiaomi,xmb9p,
LegacyItem10,我的世界,quick_app,DDguan2010,vela-minecraft,0ce9eaa,icon.png,preview0.png,游戏;我的世界;开放世�?休闲,xiaomi,xmb10;xmb10nfc;xmb9;xmb9p,force_paid
LegacyItem11,realive 3(试用),watchface,CoraTech-Wear,realive-3-Watchface,eedf5cb,icon.png,cover.png,表盘;多功�?数据展示;双时�?时间壁纸,xiaomi,xmb10;xmb10nfc,paid
LegacyItem7,水平�?quick_app,leset0ng,lstReleaseForAstroBox,be562f9,logo.png,cover.png,实用工具;水平�?工具,xiaomi,xmb9;xmb9p;xmb10;xmb10nfc;xmws3;xmws4;o63;xmrw5,
LegacyItem12,SekaiUI 初音未来表盘,watchface,SmallK111407,SekaiUI_AstroBox,a7a63be,icon.png,%E5%A4%B4%E5%9B%BE.png,表盘;世界计划;初音未来;数据展示;丰富样式,xiaomi,xmb9p;n65;xmrw5;xmrw5xring;xmrw6,
LegacyItem14,环间图库,quick_app,NEORUAA,BandAlbum_AstroBox_Release,4df5740,icon.png,cover.png,实用工具;图库;相册;图片,xiaomi,xmws4;xmws3;o63;xmws4xring;xmb10;xmb10nfc;xmb9;xmb9p,
LegacyItem15,设备详细信息,quick_app,Internet1235,DeviceInfo_AstroBox_Release,a4925a2,icon.svg,cover.svg,实用工具;设备信息;系统信息,xiaomi,xmb9;xmb10;xmb10nfc;xmb9p;xmws3;xmws4;xmws4xring;o63;xmrw5;xmrw5xring;xmrw6,
LegacyItem16,澄序课程�?quick_app,waterflames-team,clartime-velaapp-astroinfo,5b65c78,logo.png,cover.png,实用工具;课程�?简�?美观,xiaomi,xmb9p,
cn.waijade.okschoollife,OK School Life,quick_app,CheongSzesuen,OKSchoolLife_AstroBox_Release,870c217,icon.png,head%401x.png,游戏;文字游戏;移植;校园模拟;学校;校园,xiaomi,xmb9p;xmb9;xmb10;xmb10nfc,
LegacyItem18,playball,quick_app,zyhsck,my_astrobox_ball,9d458d9,logo.png,cover.png,游戏,xiaomi,xmrw5;xmrw5xring,
com.azumachiaki.block_life,方块生活,quick_app,Azumachiaki,block_life,a8d5d34,icon.png,cover.png,游戏;开放世�?沙盒游戏,xiaomi,xmb9p;xmb9;xmb10;xmb10nfc,force_paid
com.azumachiaki.fading_star,残星,quick_app,Azumachiaki,Fading_Star,2ddb659,icon.png,cover.png,游戏;回合�?剧情游戏,xiaomi,xmb9p;xmb9;xmb10;xmb10nfc,force_paid
com.Furina.Dreamqiu.cn,腕上芙宁娜Pro,quick_app,Dreamqiucn,Furina_of_band_PRO,9007c9f,logo.png,preview1.png,游戏;养成;战斗;原神;付费,xiaomi,xmb9;xmb9p;xmb10nfc;xmb10;xmrw5;xmrw5xring,force_paid
com.Dreamqiu.feelingdiary,心情日记,quick_app,Dreamqiucn,feelingdiary-Astrobox,8d37111,logo.png,preview1.png,实用工具;日记;软件;免费,xiaomi,xmb9p,
com.Dreamqiu.poem,高中古诗�?quick_app,Dreamqiucn,poem-Astrobox,cead934,logo.png,preview1.png,实用工具;软件;高中;学习工具;古诗;免费,xiaomi,xmb9p,
LegacyItem33,番茄�?quick_app,zyhsck,my_astrobox_tomatoclock,0737ba3,logo.png,cover.jpeg,工具,xiaomi,xmrw5;xmrw5xring,
LegacyItem34,多功能组�?watchface,RX79XT,Multi-functional-component_AstroBox,7a826f3,icon.png,preview1.png,可编�?付费;简�?xiaomi,xmws4;xmws4xring;xmb9;n62s,paid
LegacyItem35,舒尔特方�?quick_app,yzl3014,AstroBox_Schulte,7490ae5,logo.png,cover.png,游戏;舒尔特方�?专注�?Schulte Grid,xiaomi,xmb9p,
LegacyItem36,ATRI,quick_app,liuyuze61,ATRI_AstroBox,eebedd6,logo.png,preview.png,galgame,xiaomi,xmb10;xmb9;xmb10nfc;xmb9p,
LegacyItem37,抽卡人生,quick_app,easejun,cardSimulater_AstroBox_Release,73b8430,icon.png,preview.png,游戏;模拟,xiaomi,xmb9;xmb9p;xmrw5;xmrw5xring,force_paid
LegacyItem38,奇阵�?quick_app,easejun,arcaneArray_AstroBox_Release,d5c0bf4,icon.png,preview.png,游戏;塔防游戏,xiaomi,xmb9p;xmrw5;xmrw5xring,force_paid
LegacyItem39,钓鱼,quick_app,easejun,fish_AstroBox_Release,14a2800,icon.png,preview.png,游戏;模拟,xiaomi,xmb9p;xmrw5;xmrw5xring,force_paid
LegacyItem40,斗地�?quick_app,SarmonFish,vela-doudizhu-release,7c1fcff,icon.png,cover.png,游戏;回合�?休闲,xiaomi,xmb9p;xmb9;xmb10;xmb10nfc;xmrw5;xmrw5xring;xmws4;xmws4xring;xmws3,
LegacyItem41,章鱼克喵�?watchface,MapleMapleMa,Klein_Moretti,05c6ffe,icon.png,头图.jpg,表盘;诡秘之主,xiaomi,"n66,o66,o66nfc",
LegacyItem42,内卷盒子,quick_app,Tellmeway0,LearnBox,6194bc6,logo.png,cover.png,学习;高效;付费,xiaomi,xmb9p,force_paid
LegacyItem43,时研Focus,quick_app,Solan-486,Time-Y-Resource-Astrobox,215e5a5,icon.png,cover.png,快应�?工具;专注时钟;摆件;番茄�?xiaomi,xmb9p,force_paid
LegacyItem46,户山香澄 表盘,watchface,SmallK111407,KasumiWatchFace_AstroBox,ae37357,icon.png,%E5%A4%B4%E5%9B%BE.png,表盘;邦多�?户山香澄;二次�?丰富样式;多数�?xiaomi,xmb9p,
LegacyItem44,扫雷,quick_app,jfgege,Minesweeper-Vela,b7cc348,logo.png,header.png,游戏;扫雷;经典,xiaomi,xmb9;xmb10;xmb10nfc;xmb9p;xmrw5;xmws3;xmws4,force_paid
LegacyItem47,「如常」普拉娜,watchface,AL-1S-hash,AB-rc-pln,eb5c9bb,icon.png,preview0.png,表盘;付费;可编�?时间感知;多设备支�?xiaomi,xmb9p;xmb9;xmb10;xmb10nfc,paid
