id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.ttl.cloud.codeing,CloudCodeing,quick_app,mehtmls,CloudCodeing-AstroBox,16b2401,media/logo-modified (1).png,media/头图 - CloudCodeing.png,开发工具;代码;执行;ota,xiaomi,xmb10;xmb10nfc;xmb9;xmb9p,
