id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979880501316,芙宁娜表盘静态,watchface,Haiyueawa,astrobox-resource-979880501316,396b2c8,media/1000051921.png,media/1000051924.png,表盘;芙宁娜,xiaomi,xmb10p,
