id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.cahkcs.damajian,麻将小游戏,quick_app,cahkcs,astrobox-resource-com-cahkcs-damajian,fc12075,media/logo.png,media/ChatGPT Image 2026年9月11日 23_28_57 (1).png,麻将;小游戏;快应用,xiaomi,xmrw5;xmrw5xring;xmrw6;xmb10p;xmb9p;xmb10;xmb10nfc;xmb11;xmb11nfc;xmb9,force_paid
