id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.cyberdice,CyberDice,quick_app,cgl-sd,CyberDice,ff65668,media/cyberdice-app-icon.png,media/cyberdice-cover.png,聚会娱乐;赛博骰子,xiaomi,xmb9;xmb9p;xmb10p;xmb10nfc;xmb10,
