id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979842896081,你好,watchface,redlkcom,astrobox-resource-979842896081,ed13c57,media/禅道系统.png,media/preview.png,黑金;大气;多功能,xiaomi,xmb9p;xmb10p,paid
