id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979880470803,「时影」- 相册表盘,watchface,shantuskat,astrobox-resource-979880470803,2dce71b,media/画板 81.png,media/画板 77.png,相册;二次元;照片;原神;明日方舟;蔚蓝档案;崩坏星穹铁道,xiaomi,xmb10nfc;xmb10;xmb9p;xmb10p;xmrw6;xmrw5xring;xmrw5,force_paid
