id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.band9.calculator,计算器,quick_app,yu-zhen-ye,astrobox-resource-com-band9-calculator,067ee98,media/70416.png,media/70419.jpg,小米手环9,xiaomi,xmb9,
