id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979808744000,幻彩流光,watchface,hrsthrt74,huancailiuguang-for-astrobox,c760197,media/icon.png,media/coverA.png,hrsthrt74;apple;苹果;多样式;多彩;ios,xiaomi,xmrw5;xmrw5xring;xmrw6;xmb10;xmb10nfc;xmb10p;xmb9p;xmws5;xmws4xring;xmws441;xmws4;xmb11;xmb11nfc,force_paid
