id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979808741600,endID,watchface,hrsthrt74,endID-for-astrobox,3c01077,media/icon.png,media/cover.png,表盘;明日方舟;终末地;明日方舟终末地;二次元;小米手环11,xiaomi,xmrw6;xmrw5xring;xmrw5;xmws4;xmb9p;xmb9;xmb10;xmb10nfc;xmws5;xmb10p;xmb11;xmb11nfc;xmws4xring,
