id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.application.watch.赛罗.debug.1.0.0.rpk,奥特曼（赛罗）电子宠物,quick_app,KaiL71,mipet,ff8cf4f,media/logo (1).png,media/d121ed7a4385b9686bc7824f682d57d6.jpg,电子宠物,xiaomi,xmrw5;xmrw5xring;xmrw6;xmb10;xmb10nfc;xmb10p;xmb11;xmb11nfc;xmws4xring;xmws441;xmws4;xmws5,paid
