id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.vela.ai.client,AI助手,quick_app,Awesome6664,AI_client,b12359d,media/1786936203632.png,media/1786937828603.png,快应用,xiaomi,xmb9p,
