id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
smart.box,Smart Box,quick_app,mehtmls,SmartBox-AstroBox,c2c598a,media/sbicon.png,media/头图 - SmartBox.png,工具箱;免费;实用;娱乐,xiaomi,xmb9;xmb9p;xmb10;xmb10nfc;xmrw5;xmrw5xring;xmb11;xmb11nfc,
