id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979882356282,简约线条,watchface,LUOYETINGF,astrobox-resource-979882356282,8a25115,media/30200.jpg,media/30201.jpg,简约;多功能,xiaomi,xmb10;xmb10nfc,
