id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
cn.waijade.B2048,更好的2048,quick_app,CheongSzesuen,B2048_AstroBox_Release,6208703,logo.png,media/head (1).png,2048;二改;更好的2048;益智,xiaomi,xmb10;xmb10nfc,
