id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.mental.scale,心理量表 - 小米手环快应用,quick_app,Haiyueawa,astrobox-resource-com-mental-scale,1dbd8f6,media/1000052247.png,media/1000052251.jpg,量表;心理,xiaomi,xmb10p,
