id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.charlie.hyperbox,Hyper Box,quick_app,wuhaiqi0621,HyperBox_ForAstroBox,681e9a9,icon.png,media/Frame 7.png,实用工具;工具箱;计算器;水平仪;每日一言;歌词本;答案之书;木鱼;性能测试;摩斯密码;二维码;跑马灯;荧光棒,xiaomi,xmb10;xmb10nfc;xmb9p;xmb9;xmrw5;xmrw5xring;xmrw6;xmb10p;xmb11;xmb11nfc,
