id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979800000002,WF2,watchface,hrsthrt74,WF2-for-astrobox,86f8f35,icon.png,cover.png,任天堂;简约;指针;可编辑;深色模式;跳转;复刻;wf2;游戏机;数据;多数据,xiaomi,xmb9p;xmb10;xmb10nfc;xmws4;xmws4xring;xmws441;xmws5;xmrw5;xmrw6;xmrw5xring;xmb10p;xmb11;xmb11nfc,
