id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979843426107,亮点,watchface,SL9325,979843426107_AstroBox_Release,13bfb5c,图标.png,media/44887.jpg,SL9325;SLWF;表盘;蓝色系;显秒,xiaomi,xmb10p,
