id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.kjsjksjsjaiwjjw.chess,国际象棋,quick_app,33520276q-dotcom,myvale,12058e9,media/IMG_20260820_201908.jpg,media/20260821_200506.jpg,游戏,xiaomi,xmws4;xmws3;xmws4xring,
