id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
canopus_loop,Loop课程表,canopus,zaona,loop-astrobox-release,d8d3515,media/icon.png,media/cover.png,课程表,xiaomi,xmb10p;xmb11;xmb11nfc,force_paid
