id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.ppyycc.dict,DICT英汉词典,quick_app,ppyycc-ppc,vela_astrobox_DICT_bandpro_miband10,8137ec6,media/icon.png,media/background (1).png,学习;英语;词典,xiaomi,xmb10p,
