id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.zishengwanwu.idle,字生万物,quick_app,fhjowe,astrobox-resource-com-zishengwanwu-idle,03b120c,media/icon.png,media/icon_240x160.png,放置;增量;国风;文字;小游戏;小米手环10,xiaomi,xmb10;xmb10nfc,
