id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
com.jaychou.lyrics.jcnm,周杰伦歌词大全,quick_app,wjxCN123,astrobox-resource-com-jaychou-lyrics-jcnm,fb1919f,media/icon.png,media/IMG_20260822_06280736.jpeg,歌词本;周杰伦,xiaomi,xmrw5;xmrw5xring;xmrw6;xmb10p;xmb9p,
