id,name,restype,repo_owner,repo_name,repo_commit_hash,icon,cover,tags,device_vendors,devices,paid_type
979899671216,栈,watchface,canoneko,STACK,3d892e2,media/STACK500.png,media/STACK1200.png,Apple Watch Ultra;Apple Watch;栈;现代;大数字;日光;黄色;黄;STACK;手表;爱马仕;数字;多功能;读秒;秒针,xiaomi,xmb11;xmb10,force_paid
